uid,name,username,viewCount,likeCount,tags,thumbnail_url,face_counts,embedUrl
6486bf024eea411eaf012f8c56c3abe3,Chevy Tahoe-Bounty Hunters-stl file,David_Holiday,112,1,"e, suv, i, tahiti, o, tahoe, suv-vehicle, eeeeeeeeeeeeeeeeeee, ",https://media.sketchfab.com/models/6486bf024eea411eaf012f8c56c3abe3/thumbnails/6d6b15a013a141438bac69fe8faa1a78/3a3709bd70e347248294be8d797c1e52.jpeg,211690,https://sketchfab.com/models/6486bf024eea411eaf012f8c56c3abe3/embed
9f4d6bc897b54c3492650d1036e4f10c,Arch Holder,MC3DLLC,15,0,,https://media.sketchfab.com/models/9f4d6bc897b54c3492650d1036e4f10c/thumbnails/1ff68e5ecc374c9f9bbb72c33d88e748/50x50.jpeg,618824,https://sketchfab.com/models/9f4d6bc897b54c3492650d1036e4f10c/embed
ac23acdb0bd54ab38ea72008f3312861,Low Poly Car Muscle Car 2,the_86_guy,643,4,"low-poly-car, muscle-cars, car, ",https://media.sketchfab.com/models/ac23acdb0bd54ab38ea72008f3312861/thumbnails/aa7a51644dd94d2a81b2ef811aa01b24/f621fc62d4a740d2adb2909c03e46bad.jpeg,3596,https://sketchfab.com/models/ac23acdb0bd54ab38ea72008f3312861/embed
c83b4f7ba2c041e6ad13fa1ca298ba8f,colorful cube house,homedesign3d,10,0,"3d, design, home, ",https://media.sketchfab.com/models/c83b4f7ba2c041e6ad13fa1ca298ba8f/thumbnails/7fe44309f14c4e6a8b9b2ddba5f5a911/6b190ad77c714eb99e74671124398298.jpeg,618920,https://sketchfab.com/models/c83b4f7ba2c041e6ad13fa1ca298ba8f/embed
ab83bfcbd82c4c5ab1e50f1db943b6f2,(Wrecked)GMC Yukon,David_Holiday,68,0,"truck, reef, idk, poliigon, sword, weee, reeee, deeeeeeeeeeee, ",https://media.sketchfab.com/models/ab83bfcbd82c4c5ab1e50f1db943b6f2/thumbnails/a9a22abf26db4a81b7bae5d3292689b4/c5dcfc017b7744cc90fff16fdb9e1188.jpeg,13677,https://sketchfab.com/models/ab83bfcbd82c4c5ab1e50f1db943b6f2/embed
b40d2982994b485398208dcbd53277b8,Low Poly car Tavria-1102(Turbo) Таврия-1102,Ivan.Newman,226,18,"ukraine, lowpoly, car, free, tavria, ",https://media.sketchfab.com/models/b40d2982994b485398208dcbd53277b8/thumbnails/f4f9b621ce044495b9c0946f2b40eafa/840a5be2df774fa189a01bcc0be6b5c2.jpeg,1622,https://sketchfab.com/models/b40d2982994b485398208dcbd53277b8/embed
e1e7d1406aa44c8da53497575a64114e,Savannah’s House,homedesign3d,5,2,"3d, design, home, ",https://media.sketchfab.com/models/e1e7d1406aa44c8da53497575a64114e/thumbnails/5f25b1a6a3d94a4baa4e6348e3246128/42d403ecb73643859a427e97d622e5e2.jpeg,345482,https://sketchfab.com/models/e1e7d1406aa44c8da53497575a64114e/embed
e73c9419f54c441da8822c79bcea67ca,Dacia Politie,marianraicu,78,0,,https://media.sketchfab.com/models/e73c9419f54c441da8822c79bcea67ca/thumbnails/7135d8127b1546729fb8adcdddcaee6d/1ed020df5e954265bb179ac5d64c1a42.jpeg,168652,https://sketchfab.com/models/e73c9419f54c441da8822c79bcea67ca/embed
1a1d2c20b1314db7af8f36e010875248,Muscle Car,bhagath2005,338,6,"modern, fashion, american, musclecar, blackcar, camero, bluprint, muscle-car, vehicle, blender3d, stylized, blender-cycles, ",https://media.sketchfab.com/models/1a1d2c20b1314db7af8f36e010875248/thumbnails/4c6c65907a1d45d4ac1c125238fc91f6/325c8a56df0e42208bac95988e97dd2c.jpeg,1007490,https://sketchfab.com/models/1a1d2c20b1314db7af8f36e010875248/embed
2c8f821005304a4ba270277d84c8e8e3,Big City of Dreams - Gigi Hadid mural,guillermosainz,5110,67,"little, big, italy, newyork, mural, dreams, streetart, gigi-hadid, photogrammetry, 3dscan, city, ",https://media.sketchfab.com/models/2c8f821005304a4ba270277d84c8e8e3/thumbnails/98b4d2fd776f4cc6b63aebf7717f47b2/1024x576.jpeg,97858,https://sketchfab.com/models/2c8f821005304a4ba270277d84c8e8e3/embed
a8944daf20a249309af1224ce7466efc,AU-53284,automicgoldapril,9,0,,https://media.sketchfab.com/models/a8944daf20a249309af1224ce7466efc/thumbnails/9df75822a5784611ae2d31fa052eb818/003b97f325364507adce3681e07da84c.jpeg,67206,https://sketchfab.com/models/a8944daf20a249309af1224ce7466efc/embed
b639159349884ac0ba2228f19e6fb83e,Heriot_C_AGA208_A3_Sketchfab,Cooper.heriot,42,2,"jmc_aga208_aug2022, ",https://media.sketchfab.com/models/b639159349884ac0ba2228f19e6fb83e/thumbnails/a1ddfe6b151641f29b81b9627c68dba0/dfb0bb8b73314f52bb35fdec0eb24050.jpeg,37800,https://sketchfab.com/models/b639159349884ac0ba2228f19e6fb83e/embed
d26f8467123248318e53599c45e7b83f,2022-04 Pichlmair - World Of Less,stephen4s,18,0,"dronemapping, drohnenvermessung, drohnen-vermessung, drohnendienstleistungen, drohnenmodell, ",https://media.sketchfab.com/models/d26f8467123248318e53599c45e7b83f/thumbnails/cc86a7d5668740d0a6393f13414dfd3c/2be404d0133f49c89201b2bef4012df7.jpeg,110729,https://sketchfab.com/models/d26f8467123248318e53599c45e7b83f/embed
de5e020cd32a4a0c9727d56db056d42e,Fast and the furious Tokyo drift . RX7 VeilSide,giuffridamassimino,132,9,,https://media.sketchfab.com/models/de5e020cd32a4a0c9727d56db056d42e/thumbnails/3a5fe11a7d86412ba6f064c99a61c73b/2c4250aa55e04740a8bc43716fefb67d.jpeg,99488,https://sketchfab.com/models/de5e020cd32a4a0c9727d56db056d42e/embed
f736eab236984156b767696fcbaaec58,low poly lamborghini Gallardo,ehab60252,410,7,"lamborghini, lamborghini-gallardo, low-poly, lowpoly, ",https://media.sketchfab.com/models/f736eab236984156b767696fcbaaec58/thumbnails/e80643ad6d564edabb8b3c3b0300488d/f8c8cd0f1bb842c89780d3e571be3ef4.jpeg,5944,https://sketchfab.com/models/f736eab236984156b767696fcbaaec58/embed
9a4b0859a3484e2ebfbc9eb54537b5eb,Ford Focus ST (MK3),savelliy07,410,8,"ford, focus, blender3dmodel, mk3, focusst, ",https://media.sketchfab.com/models/9a4b0859a3484e2ebfbc9eb54537b5eb/thumbnails/e1ea094127794868bda51e17e905191c/9df353e154594096baf7ca7646728400.jpeg,89027,https://sketchfab.com/models/9a4b0859a3484e2ebfbc9eb54537b5eb/embed
54fd179cb30a414f81eceeb854343bf3,Lexus GS350 F Sport L10 2013,David_Holiday,282,5,"truck, suv, sedan, omega, intruder, car, ",https://media.sketchfab.com/models/54fd179cb30a414f81eceeb854343bf3/thumbnails/028da7cfd3244563a7f8db675e767b35/43ae057110a6406ba4901f45c449b6cf.jpeg,373254,https://sketchfab.com/models/54fd179cb30a414f81eceeb854343bf3/embed
f465bdf8b97140d2ae02499a12b4471a,2101,krilov.aleksandr,703,21,"cars, mashine, xyz, vaz, zhiguli, vaz-2101, 2101, xyz-school, cartoon, xyzhomework, xyz-school-draftpunk-3, ",https://media.sketchfab.com/models/f465bdf8b97140d2ae02499a12b4471a/thumbnails/e3ae7565d3534f629b5533194f2d9b1d/ac33904a0e174ed3b729dfb7c69df87f.jpeg,9084,https://sketchfab.com/models/f465bdf8b97140d2ae02499a12b4471a/embed
67a028c692454ab483b5efb7282107a7,48a845db4ae84ba28ee0f1d1afb4a33c,Jiejie,51,1,"gravity, sketch, gravitysketch, ",https://media.sketchfab.com/models/67a028c692454ab483b5efb7282107a7/thumbnails/f27c6cd504b14e96a8e0a9362e76a948/50x50.jpeg,12512,https://sketchfab.com/models/67a028c692454ab483b5efb7282107a7/embed
4fa4cb751f184a70a72c84b41e9b79f0,Old Mersedes Bens | RAW-scan,BreathTime,438,7,"abandoned, rusty, asia, mersedes, ruined, photogrametry, old-car, photogrammetrie, derelict, mers, rusty-car, photoscan, 3dscan, car, photoscaning, ",https://media.sketchfab.com/models/4fa4cb751f184a70a72c84b41e9b79f0/thumbnails/d83542154e8347a284d7a4ffcfb1bf20/51a4015f53c44a96a9884c51e81484cb.jpeg,2135732,https://sketchfab.com/models/4fa4cb751f184a70a72c84b41e9b79f0/embed
b1f8f7a3e56144fe922a88b6da805202,Học lái xe b2 quận Tân Bình bao nhiêu tiền?,hoclaixe,20,0,"hoclaixeb2quan2, ",https://media.sketchfab.com/models/b1f8f7a3e56144fe922a88b6da805202/thumbnails/6dcbedc63c8d47cd8f7291c53676d334/43ba0d0ecbac4554940c25b7af8593db.jpeg,821946,https://sketchfab.com/models/b1f8f7a3e56144fe922a88b6da805202/embed
7b0cc488bfcf4364a7faa1bc16ec3322,Low Poly Car with road and lights,leylamyradova2007,117,3,"road, lowpolymodel, freemodel, lowpolycar, low-poly-blender, low-poly, game, lowpoly, gameasset, car, free, light, ",https://media.sketchfab.com/models/7b0cc488bfcf4364a7faa1bc16ec3322/thumbnails/0217ea199ec84675822213402f711436/38e8a84884534a6697f70d8532b9569e.jpeg,3194,https://sketchfab.com/models/7b0cc488bfcf4364a7faa1bc16ec3322/embed
fb2055f0438c465dab83c68b9e9e5e5c,Lightning McQueen,Creationed2020,1986,7,,https://media.sketchfab.com/models/fb2055f0438c465dab83c68b9e9e5e5c/thumbnails/12b1a06fb8c640aaa6a94d2ae8890f37/3c8b837add54463fb887d452483feb3c.jpeg,7412,https://sketchfab.com/models/fb2055f0438c465dab83c68b9e9e5e5c/embed
557e5755c71d497083d2b981cf97c2eb,Ssangyong rodius 2010,carlos.vitor0811,188,2,"ssangyong, ",https://media.sketchfab.com/models/557e5755c71d497083d2b981cf97c2eb/thumbnails/ffe3d19613a7419798b8ccc6da42c98e/cdb8c287a0fb4738a70950853d7d703f.jpeg,128833,https://sketchfab.com/models/557e5755c71d497083d2b981cf97c2eb/embed
922af34b8f284d299e93e7b0aedb907b,Car,bkids,14,2,"speed, aldi, car, ",https://media.sketchfab.com/models/922af34b8f284d299e93e7b0aedb907b/thumbnails/5de3f51115c54185b028c3ed8ec68ef8/779dda7e31024b29b1c55ad53664c7f7.jpeg,869936,https://sketchfab.com/models/922af34b8f284d299e93e7b0aedb907b/embed
46365f2a2af646309df93f3b5881c91c,WTCC Racecar Low poly model.,DanielZhabotinsky,1169,34,"automobile, track, sedan, lada, motorsport, racecar, cardesign, vaz, wtcc, low-poly, vehicle, lowpoly, racing, race, ",https://media.sketchfab.com/models/46365f2a2af646309df93f3b5881c91c/thumbnails/80b06d9f3e494eccbb81cf1703c74b19/e3118a614a784d0991038007ce64c2ad.jpeg,14229,https://sketchfab.com/models/46365f2a2af646309df93f3b5881c91c/embed
7df7110f01a543338780c3fc51126a7d,Opel Calibra DTM,Jabert.Nac,1095,19,,https://media.sketchfab.com/models/7df7110f01a543338780c3fc51126a7d/thumbnails/d3507212386048c5b90a17b4eb0397de/5ff888411cf048598b2e25f9461033ec.jpeg,17702,https://sketchfab.com/models/7df7110f01a543338780c3fc51126a7d/embed
d51fcd44b74f4daf8012c41e0400c041,Mazda Miata MX-5 NA,Lexyc16,16165,233,"roadster, japan, mazda, na, miata, jdm, mx-5, ",https://media.sketchfab.com/models/d51fcd44b74f4daf8012c41e0400c041/thumbnails/9391e698146043e5a46477b5aa2d1293/08a1328593d7452eab8d66b869d3fa47.jpeg,52340,https://sketchfab.com/models/d51fcd44b74f4daf8012c41e0400c041/embed
984be6e0a03642928f649d51bf322916,MB500SL,cinemazeta,37,0,,https://media.sketchfab.com/models/984be6e0a03642928f649d51bf322916/thumbnails/e0cb478a718a493794421f40fda2f02e/a8919a34c9e94f5c9b751432921182fb.jpeg,50000,https://sketchfab.com/models/984be6e0a03642928f649d51bf322916/embed
3b4e6e04520f44d8995fce292b6e34ff,Lamborghini-aventador,Joses2009,12,1,,https://media.sketchfab.com/models/3b4e6e04520f44d8995fce292b6e34ff/thumbnails/a543c6e216124f1cb64c147d1d3ec0e9/9887b6c4be8144ad838dbce0bd48356b.jpeg,844973,https://sketchfab.com/models/3b4e6e04520f44d8995fce292b6e34ff/embed
a3190e860610441faf78014af4015958,Porsche-911-c4s-2020-aerokit,roach526387,74,6,"pro, builders, ",https://media.sketchfab.com/models/a3190e860610441faf78014af4015958/thumbnails/45cd63e4fbbd498b903286dc318f10f5/f522c2dca3e3424b9b73a428a892cb24.jpeg,323220,https://sketchfab.com/models/a3190e860610441faf78014af4015958/embed
2dbfbd3ed1934f498f7a058cdb036553,GASSTATION,monk412,4,0,,https://media.sketchfab.com/models/2dbfbd3ed1934f498f7a058cdb036553/thumbnails/c9e64cff0ca745b5981578a081a886cf/c67ffc5aaf2548b4b4368305ea279757.jpeg,55447,https://sketchfab.com/models/2dbfbd3ed1934f498f7a058cdb036553/embed
5712f4c959ef4877a381eea21e841646,Subnutica2010 Audr 8,bkids,0,2,,https://media.sketchfab.com/models/5712f4c959ef4877a381eea21e841646/thumbnails/7dbff9fcf3bb422f9b5b729c82ae2429/2aaa2e35d1e94b5eb3936e5818cfe060.jpeg,869936,https://sketchfab.com/models/5712f4c959ef4877a381eea21e841646/embed
bc35d532c60e4f5bace73a8932fa8fb6,BMW M3,David_Holiday,384,1,"police, truck, nissan, bmw, ford, suv, ",https://media.sketchfab.com/models/bc35d532c60e4f5bace73a8932fa8fb6/thumbnails/10bd4e9d450d4b5aa3f584d00dc0cf0c/9af0e2bfe04848ff8d71071c79360754.jpeg,756678,https://sketchfab.com/models/bc35d532c60e4f5bace73a8932fa8fb6/embed
fd21f14e09c5421981d4bc1ed95d1af8,Wrecked Car 2,Netherender10,1274,16,"cars, wrecked, crashed, vehicle, car, ",https://media.sketchfab.com/models/fd21f14e09c5421981d4bc1ed95d1af8/thumbnails/159b9ac0441041129530024494448ec4/c107fa246c934c89bd8cef9fe9bc8f67.jpeg,68028,https://sketchfab.com/models/fd21f14e09c5421981d4bc1ed95d1af8/embed
24a2c109769249a6a25b14d85aa64194,Ford GT Supercar,edemaistre,788,14,"mesh, lidar, fordgt, iphone12pro, scaniverse, ",https://media.sketchfab.com/models/24a2c109769249a6a25b14d85aa64194/thumbnails/67330cd643b74fc5836f33eb4b074ae4/c5e010408ae24a84890bb89bdc5170bc.jpeg,105220,https://sketchfab.com/models/24a2c109769249a6a25b14d85aa64194/embed
72ef8420a6314e12a4d106e1bf28c6bc,Toyota Cresta,KajbDrift,214,2,"cresta, car, ",https://media.sketchfab.com/models/72ef8420a6314e12a4d106e1bf28c6bc/thumbnails/50ac621ab75f40fd8b1ed512c001b1df/ba2dacc0c6e449368ebdf3a7b03975e4.jpeg,166520,https://sketchfab.com/models/72ef8420a6314e12a4d106e1bf28c6bc/embed
63b84f5ce17d44e19bae353702006a51,Clay Car,tblunden,81,4,"realtime, automotive, sportscar, clay, carved, showroom, ue4, low, poly, car, concept, ue5, lamborghi, ",https://media.sketchfab.com/models/63b84f5ce17d44e19bae353702006a51/thumbnails/59f7b239af134c6d8660272683936801/73cb87f58d4f4347950d673fa76908ef.jpeg,259624,https://sketchfab.com/models/63b84f5ce17d44e19bae353702006a51/embed
d6451aa6327745bda2651a987365a6ff,6 props,JacobGodwin,8,0,"substancepainter, substance, ",https://media.sketchfab.com/models/d6451aa6327745bda2651a987365a6ff/thumbnails/8a20dc10e84546d6bb75bccb716e08ec/90d2aebd07f540f29a650367bddb473a.jpeg,10083,https://sketchfab.com/models/d6451aa6327745bda2651a987365a6ff/embed
ca1c51b48f4349d08d1fd10082269d3c,Zeb and Johannas House,dagsonntag,73,3,"drone, dronemapping, metashape, dji-mavic-air, agisoft, photogrammetry, ",https://media.sketchfab.com/models/ca1c51b48f4349d08d1fd10082269d3c/thumbnails/01905f8c4a6246069831013d5e6c6a80/d19a740918aa4079963e7a71ff3b81b8.jpeg,998350,https://sketchfab.com/models/ca1c51b48f4349d08d1fd10082269d3c/embed
6c4022a7eadc46de823a3b4f77a23226,British Unmarked BMW 530D F10,dsukias1an47,87,1,"bmw, m3, m5, m24, 530, m6, f100, game, car, bmwcar, f10, ",https://media.sketchfab.com/models/6c4022a7eadc46de823a3b4f77a23226/thumbnails/39dd54b8c1184a9c92b3a7bcfbe2f5a1/40afdf68101d49ae89695c4b2f816de2.jpeg,113183,https://sketchfab.com/models/6c4022a7eadc46de823a3b4f77a23226/embed
e86792acc37c450eb374c00b1ebcb0a1,Arab First Baptist Church,johnnokomis,76,1,"god, jesus, baptist, metashape, agisoft, church, ",https://media.sketchfab.com/models/e86792acc37c450eb374c00b1ebcb0a1/thumbnails/3c8663d2100f40ac8d523396387a95f0/3e93ab1848424d758288899451ee31ef.jpeg,1855494,https://sketchfab.com/models/e86792acc37c450eb374c00b1ebcb0a1/embed
a44f33e047b645c0a164e06f4ca4e24c,Jac J3 - All Black Car,Rafael.Novais,726,8,"all, china, tuning, motors, jac, j3, car, black, ",https://media.sketchfab.com/models/a44f33e047b645c0a164e06f4ca4e24c/thumbnails/ce217a7d22fe45b1a501f8ab5f48c2dd/1e92ccb5c061465fb77c3661355f10d2.jpeg,34783,https://sketchfab.com/models/a44f33e047b645c0a164e06f4ca4e24c/embed
7d1d7fda8e0a445491ddff8634d8de95,Hyundai Kona 2022,Shivshankar1,99,4,"vehicles, cars, hyundai, kona, ",https://media.sketchfab.com/models/7d1d7fda8e0a445491ddff8634d8de95/thumbnails/9a71c1732585412cb57a86ec2701bc74/c8b4dca2f71140e5b95e999c826d57a7.jpeg,433170,https://sketchfab.com/models/7d1d7fda8e0a445491ddff8634d8de95/embed
b8039cb3a2fd42d7b8526f3a803132bd,Shift Happens - Water of Eternity,TestModels,645,17,"pbr, shifthappenschallenge, klonkgames, ",https://media.sketchfab.com/models/b8039cb3a2fd42d7b8526f3a803132bd/thumbnails/97a83726939f4a88b592465df1152fb8/5c7c1f9ba9b340dcb25ed7be9c0dc833.jpeg,40019,https://sketchfab.com/models/b8039cb3a2fd42d7b8526f3a803132bd/embed
8e37a9ac5ea34d59b8e251a3edc5e76b,GT500,jonfaal,196,1,,https://media.sketchfab.com/models/8e37a9ac5ea34d59b8e251a3edc5e76b/thumbnails/80486384b97c4ce59d8a76f6bc4d828d/342c94db4cf94ee0889c047699381ec4.jpeg,54811,https://sketchfab.com/models/8e37a9ac5ea34d59b8e251a3edc5e76b/embed
cf28034b5c454979be72befa940eb321,Tiny home,homedesign3d,28,0,"3d, design, home, ",https://media.sketchfab.com/models/cf28034b5c454979be72befa940eb321/thumbnails/9ffee3fa69934e068c6961fa2ba4b2be/dad54f25a7184dedbcb2e0af543350a6.jpeg,62910,https://sketchfab.com/models/cf28034b5c454979be72befa940eb321/embed
b0724a973836452290213f019d325dbc,Эротическая дерзость монтажа солнечных батарей,fallenffgrave,486,18,,https://media.sketchfab.com/models/b0724a973836452290213f019d325dbc/thumbnails/b16333a59fd14bc286fe0e87140002d6/ceab34c781c54018a546fefadeb2ced7.jpeg,1332999,https://sketchfab.com/models/b0724a973836452290213f019d325dbc/embed
6c04b2c2c8004dc18817e522e5543589,lowrider Lada 2107,REM_Yankee,16,0,"lada, 2107, custom_build, ",https://media.sketchfab.com/models/6c04b2c2c8004dc18817e522e5543589/thumbnails/0f9aafcce28642219258838a19839259/c5aa17b7e8b64d039dff05d746e76beb.jpeg,678857,https://sketchfab.com/models/6c04b2c2c8004dc18817e522e5543589/embed
33657ac0e044493daf495d45424ead7a,Vehicle - Peugeot 206,thcyrax3D,1272,49,"automobile, cell, peugeot, automotive, auto, cellshading, 206, automotivedesign, unity3d-blender3d-lowpoly-gamedev, unityasset, automovile, unity, unity3d, game, vehicle, lowpoly, blender3d, gameart, low, car, pixelart, ",https://media.sketchfab.com/models/33657ac0e044493daf495d45424ead7a/thumbnails/660722753cc149b58935f0b11bc6399f/21d06087f87a4a75b62ee80e04401ffd.jpeg,3108,https://sketchfab.com/models/33657ac0e044493daf495d45424ead7a/embed
6d09315deddb4272b9b4af9f162e5e0e,Casa da mamae,homedesign3d,14,0,"3d, design, home, ",https://media.sketchfab.com/models/6d09315deddb4272b9b4af9f162e5e0e/thumbnails/2e2f6bf2edd046168257d5928500e190/5ae722e2f6e54209801da212442a629c.jpeg,304384,https://sketchfab.com/models/6d09315deddb4272b9b4af9f162e5e0e/embed
